id,title,score_val,category,descript,reviews,keyword1,keyword2,keyword3
33752232,황금콩밭,4.36,두부요리,빕구르망 - 합리적인 가격에 훌륭한 음식을 선사하는 친근한 분위기의 레스토랑 미쉐린 가이드 서울 2024,"소쿠리두부도, 코스요리도 먹고싶지만, 오늘은 담백한 14,000원짜리 서리태콩국수 한그릇이면 행복하다.. ^^  ===  서울 콩국수집 탑텐(2024.7.23 구글지도 리뷰순)  1. 진주집 3,488, 4.2(샛강역 1번) 2. 진주회관 3,286, 4.2(시청역 9번) 3. 산동칼국수 3,060, 4.1(양재역 1번) 4. 황생가칼국수 2,585, 4.2(안국역 1번) 5. 피양콩할마니 1,152, 3.9(선릉역 1번) 6. 제일콩집 1,094, 4.1(태릉입구역 5번) 7. 황금콩밭 989, 4.3(애오개역 4번) 8. 서민준밀밭 370, 4.4(영등포시장역 4번) 9. 맛자랑칼국수 278, 3.5(임시휴업, 선릉역 8번) 10. 강산옥 166, 4.0(을지로4가역 4번) / 황금콩밭 예전부터 궁금해서 ⭐️이었던 곳! 가족모임에 남자친구가 미리 예약했더니 넓은 룸 주셔서 조용하게 대화하면서 식사하기 좋았어요😍 에피타이져부터 음식들이 건강하고 정갈해서 속 편안히 코스요리로 즐기기 좋았습니다! 청국장 보쌈이 특히 기억나고 마지막 푸딩으로 달달한 마무리까지 좋았어요🤍 / 말이 필요없는 대한민국 최고 두부맛집 다양한 메뉴를 먹을수 있는데  나의 최애 소쿠리 생두부와  두부조림& 고기짜글이를 추천한다 별미로 두부완자 후식으로 콩국수 / 돼지짜글이 고기 양이 너무 많아서 정말 좋았어요. 두부가 없어서 약간 당황했지만 국물 자체가 얄간 믁직한게 마치 비지 같기도.. 반찬도 너무 맛있었고 마지막에 국물에 밥 말아먹으면 정말 만족스럽게 마무리할 수 있어요 / 워낙 유명한 두부 맛집이라..  친구들과 함께 했고 여전히 손님이 많아요. 담백한 두부전골이 슴슴하고 개운합니다. 주차는 어렵습니다. / 오랜만에 와도 맛이 변함 없어서 너무 좋아요ㅜ 육식파인데 돼지짜글이에 고기가 많이 들어있어서 행복 비오는 날에 육전하고 막걸리 조합은 사랑입니다 / 간만에 찾으니 해바라기가 반겨주네요. 코스모스도 너무이쁘게 피었습니다. / 미슐랭 맛집으로 소문난 곳이라 방문해 보았어요. 콩요리 전문점이라 두부가 너무 부드럽고 좋네요. 다른 요리들은 건강한 맛으로 간은 약한 편이네요. 저는 만족인데 일행들은 기대만큼은 아니라고... 친절하신 직원분들 감사하고 아무튼 잘 먹고 왔습니다. / 이번엔 2층에서 먹었는데 2분 이모님께서 서빙하긴 넘 바쁜것같았고 음식이 청국장이 안나오고 돼지짜글이가 나와서 좀더 기다려야했다. 시래기비지탕은 넘 싱거웠는데 새우젓을 요청한 사람만 갖다주는걸 거의 다 먹고 나서야 생각났다ㅠ 걍 준비해줌 좋을걸.. / 말이 필요없는 미슐랭 맛집 소쿠리두부를 드시것을 강력추천한다 청국장도 대박!",음식이 맛있어요,재료가 신선해요,특별한 메뉴가 있어요
1810003724,곱창파는고깃집 공덕본점,4.5,"육류,고기요리",,"고기 질이 엄청 좋은 애오개역 맛집이네요 곱창이랑 돼지고기를 같이 먹을 수 있다고 해서 찾아왔는데 맛있는 삼겹살이랑 등갈비 소금구이를 먹고 갑니다 먹는 내내 캠핑장에서 구워 먹는 바베큐 맛이 나서 여행 온 기분까지 느낄 수 있었어요. 쫀득쫀득한 항정살 식감 보다 더 쫀득한 삼겹살 완전 추천합니다 / 네이버 예약하고 가족들과 방문했어요~ 약간 대기하고 들어갔는데 분위기도 좋고 고기도 찐 맛있고 대만족이요. 와 여기 고기 질이 진짜 좋네요. 직원분들도 친절하시고 애들 세븐틴 좋아한다고 하니 포토카드도 바로 프린트해 주시고 ㅎ 아이들도 부모님도 대만족이요. 다음에 또 와야겠네요. 목살 쫄쫄 다 맛있고 곱창은 젤 맛있네요 역시 ^^ / 원우생일카페인거 모르고 왔는데 오자마자 행복하네요! 맛도 미쳤어요. 한우곱창 한우특양 쫄쫄이살 염통 먹는데 너무 맛있고 비빔냉면이랑 물냉면도 잘어울립니다. 소스도 다양해서 골라서 찍어먹는 맛도 있어요! / 저번에 오고 인생 곱창 집으로 등극해서 몇달 앓다가 또왔습니다~ 너무 맛있어요ㅠ 염통 토실토실하고 너무 부드럽고 곱창은 곱이 꽉차있는데 너무 부드러워요. 웨이팅 없이 들어왔구! 직접 구워주시니 넘 편해요  글고 밑반찬들까지 존맛이에요..!!!! / 애오개역 맛집 곱창파는고깃집 공덕본점에서 한우 곱창과 염통, 등갈비와 해물라면으로 곱창을 먹고 싶다고 하는 손녀와 함께 주말에 골고루 맛보며 저녁 회식 잘하고 왔습니다. 5호선 애오개역과 공덕역 중간 쯤에 위치하고 있고 브랜드명과 같이 여러가지 곱창과 목살, 삼겹살, 등갈비 등 고기도 함께 먹을 수 있는 장소라 단체 회식이나 모임에도 좋은 장소라 생각되고 나도 손녀가 곱창을 먹고 싶도고 싶다고 하여 주말 데이트를 하였지만 젊은이들과 가족들이 함께 식사를 많이 하고 있었습니다. 2024년에도 더욱 발전하며 소원성취하는 해가 되기를 바랍니다.🙏💯😅 / 또 왔어요 ! 세븐틴 팬 아니어도 고기랑 곱창도 진짜 맛있고 눈이 맛있고 입도 맛있고..... ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ 구워쥬는 고기가 제일 맛있는데 처음부터 끝까지 다 구워쥬셔서 젤 좋아요 !!! 온갖 벽이 다 세븐틴이지만 팬 아니어도 일단 오세요 !!! / 곱창파는고깃집 상호명처럼 고기도 팔고 곱창도 팔아서 너무 맛있게 잘 먹었어요!! 제가 제일 좋아하는 메뉴들이 다 있으니 행복한데 다 맛있고 특히 등갈비는 국내산으로 이렇게 구워주시는 곳 정말 없는데 사장님이 진짜 철학이 있으신 것 같아요😃 세븐틴성지인지 몰랐는데 외국인팬분들도 오셔서 드시고 정말 신기했어요! 곱창이랑 등갈비는 물론이고 냉면까지 무엇하나 빠짐없이 맛있었어요!!👍 / n번째 재방문입니다. 친구가 공덕에 운동하러 온다길래 바로 저녁식사 장소로 선정하고 모였어요.  오랜만에 방문하는데도 여전히 맛있었습니다. 금요일이어서 그런지 웨이팅이 더 생긴 것 같아요. 늦게 입장해서 마감 직전까지 먹었는데도 친절하게 응대해 주시고 구워 주셔서 감사했어요.  가격에 비해 양이 적다고 생각되지만 자꾸 생각나는 집이라면 다 이유가 있는 거겠죠? 셀프바 반찬 비는 것도 말씀하시니 직원분이 바로바로 주셨어요. 근처였으면 정말 각 잡힐 때마다 오고 싶은 집입니다. 된장찌개도 냉면도 맛있어요. 목살이랑 곱창은 당연히 맛있었고요. 곱창을 제 돈 주고 사 먹게 만든 집이거든요. 여덟 시 반 넘어 입장해서 바쁘게 먹는다고 오공이 구경을 못 했는데 다음에 보러 또 올게요. 잘 먹었습니다! / 고잉 보고 항상 와보고 싶었는데 원우 생일이라 방문했어요! 다들 맛있다고 해서 잔뜩 기대하고 방문했는데 기대 이상으로 맛있어요! 쫄쫄이살도 맛있는데 삼겹살 진짜 짱짱👍 사장님 완전 친절하시구 맛있게 구워주셔서 정말 잘 먹었어요💕 다음에도 또 먹으러 올게요! 번창하세요!  +) 크림 묵은지 너무 맛있어요...🩵 / 쯔양유튜브 보고 갔는데 왜 쯔양이 그렇게 많이 먹었는지 알겠어요 정말 잡내 하나도 안나고 곱은 정말 많고 완잔 크림치즈같아요 그리거 세븐틴멤버들이 자주 찾아오는 곳이어서 팬분들이 가면 참 좋을것같아요 계셕 세븐틴 노래만 나와요!!!재밌는 경험도 덤으로 했습니다",음식이 맛있어요,친절해요,고기 질이 좋아요
1709487175,멜로즈,,양식,,"너무 유명한 브런치 맛집이라 추가적인 부연설명이 필요없는곳입니다. 저는 두번째 방문인데 샐러드 종류 다 너무맛있네요. 브라타치즈 진짜 크게 실하게 올려져있고, 당근라페도 맛있구요. 바질페스토 피자는 진짜 꾸덕하니 너무맛있었어요. 버거는 처음 시켜봤는데 제가 좋아하는 번이어서 더 좋았습니다. 이날 날씨가 다했는데 햇살좋고 그늘은 바람이 불어서 시원하고 일부러 야외테라스에 앉아서 맥주한잔과 함께 했는데 너무 좋았습니다. 이런게 행복이죠 :)  재방문의사 1000% 이구요. 지금 돌아가면서 메뉴들 먹어보고 있는데 어느것 하나 실망시키는 법이 없네요. ㅎㅎ 다음엔 또 다른 메뉴들 먹어보고 후기남길게요 :) / 파스타를 너무 좋아해서 걷던 중 멜로즈라는 브런치카페를 알게 되었습니다  야외에서 찍어봤는데 사진도 너무 잘 나오고 음식도 맛있어서 지인들과 곧 방문 하겠습니다  너무 맛있는 음식 만들어주신 멜로즈 사장님께 감사드립니다 🤩 / 문어전복파스타, 하이라이스 주문했습니다. 하이라이스는 고기도 많이 들어가있고 계란이랑 같이 먹으니 새콤달달하니 맛있어요. 문어전복 파스타 이거는 진짜 강추입니다ㅠㅠㅠ 큼지막한 문어다리 쫄깃쫄깃하니 파스타,전복이랑도 넘나 잘어울렸어요ㅠㅠ 재방문의사 100% 있습니다 💕💕 / 너무너무 맛있어요.. 샐러드가 진짜고퀄이에요 파스타는 문어오일파스타가 진짜취저였습니다 여유로운주말에 또갈예정입니다 / 프렌치 토스트가 먹고 싶어서 찾아간 곳인데  너무 … 맛있어요 프토 맛집 인정합니다🙋🏻‍♀️ 다 먹고 싶어서 욕심 부려서 프렌치 토스트랑 문어전복파스타, 부라타치즈샐러드, 라자냐 시켰는데 라자냐는 그냥 평범했고 나머지는 다 맛있었습니다  여기는 그냥 프토만으로도 또 방문할 의향 넘쳐요!!!!!! / 동네 최고 맛집이라 생각해요 지인 초대는 항상 여기입니다 단체룸 있어서 가족모임도 좋고, 직원분들이 수시로 오가시며 친절히 응대를 잘 해주셨어요 리틀에마스 화덕피자도 맛볼 수 있어 정말 좋았고, 시원한 생맥주가 진짜 진짜 맛있어요~ 다 맛있지만 전 부라타치즈샐러드의 격에 엄지척입니다 가족모임인데 신경써주셔서 정말 감사했어요~ / 벌써 몇번째 재방문인지… 너무 맛있어요!  문어파스타 사진이 없는데 너무 맛있어요!  프렌치토스트도 디저트로 너무 좋구요! 강추입니다! / 가족끼리 자주가는 동네 맛집이다. / 집 주변에 지인들, 친구들 오면 꼭 데려가는 브런치 맛집입니다! 가본 브런치 가게 중 단연 탑에 드는 저만 알고 싶은 맛집이에요🥹 수비드 문어&전복 오일파스타랑 프렌치 토스트 두 메뉴 너무너무 맛있습니다! / 날씨 좋은 한주의 시작을 멜로즈와 함께 해서 좋았습니다 🤩",음식이 맛있어요,친절해요,재료가 신선해요
1148345200,밀밭정원,4.24,한식,농림축산식품부 제공 안심식당,"#두부 요리로 유명한 #황금콩밭 의  밀을 컨셉트로 잡은 세컨드 브랜드 #밀밭정원  #한우제물국시  자가제면한 면이 아주 좋다.  은은하게 느껴지는 밀향은  예민하게 감각을 곧추 세워야하는 냉면에 비해  고요한 태풍처럼 다가온다.  흔히 아는 밀가루 냄새가 아니다.  이것이 밀향기다.  다만 뜨거운 국물에서 버티는 시간이 짧은 편이라  서둘러 먹기를 권한다.  국물도 좋다.  좀만 다듬으면 내년엔 굳이 #콩국수 대신  냉국수를 해도 되지 않을까 싶다.   참고로 황금콩밭 콩국수의 최대 단점이었던 면이 밀밭정원의 자가제면으로 바뀌었다고 한다.  다시 먹으러 와야겠다.   #소쿠리두부 #샐러드   부드럽다.  촉촉하다.  달다.  맛있다.  치즈같이 크리미하다.   맛있고 특이하고 괜찮지만 비싸다. / 소쿠리 두부 샐러드 👍🏻 파전 너무너무 맛있구요.. 국수도 깔끔하게 잘 먹었습니다 !! 막걸리는 굉장히 시큼새콤한 편~ 비오는 날 테라스에서 먹으니까 더더더 좋았어요 😊 / 소쿠리 두부 샐러드 ㅎㅎㅎ 다른 식사메뉴들도 맛있어요 / 음식이 맛이 깔끔하고 좋아요 / 근처에서 건강검진 하고 들렀는데 엄마가 안왔으면 후회 했을거라고 특한우국밥을 땀을 뻘뻘 흘리며 드셨어요 진짜 맛있었어요 담에 또 방문하려구요 다른 메뉴들 모두 먹어보고싶어요 / 기념일 맞이해서 특별히 예약하고 방문했는데 평소 슴슴한 맛을 좋아하는 우리에겐 정말 안성맞춤인 곳이었습니다.  음식도 너무 건강하고 담백한 맛이고, 첫방문이라 코스메뉴를 선택해서 먹었는데 코스구성도 알차고 양도 매우 적당하였습니다!  특히 만두와 수육이 정말 맛있었습니다!! 재방문때는 만두전골과 수육을 먹어보면 좋겠다 생각합니다! :)  안내부터 코스내내 서빙해주신 나이가 좀 있으신 남자분의 조용하고 점잖은 설명이 음식을 더 기분좋게 즐길 수 있게 도움주신 것 같습니다!   내내 행복한 시간이었습니다.  위치가 애매하고 주차가 안되는 것이 단점이긴 하지만 그래도 꼭 다시  재방문 하도록 하겠습니다!!   감사합니다!! ☺️ / 만두 맛있고요 솥밥 괜찮아요. 솥밥은 건강한 맛인데 비싸다고 생각들어요. 들기름 막국수는 이맛도 저맛도 아닌.. 일반적으로 생각하는 맛이 아니에요 ㅋ / 이곳의 신상 메뉴인 소쿠리두부 샐러드는 그 모양이 아주 별미스럽고, 맛도 진짜 별미에요. 부드러운 치즈같은 두부와 올리브 오일 그리고 방울토마토와 블루베리가 궁합이 아주 잘 맞아요. 돼지수육 보쌈도 아주 훌륭해요. 삼겹 부위의 고기가 아주 식감이 부드럽고 고소해요. 보쌈 김치도 맛있구요. 근데 밑반찬으로 나오는 깍두기와 김치가 더 맛있기도 해요. 연두부 스타일의 두부구이도 아주 별미에도. 이렇게 부드러운 두부구이는 처음이에요. 마지막으로 이곳 콩밭 탁주를 칭찬하지 않을 수 없네요. 이곳에서 직접 담그는 콩밭 탁주는 16도지만, 그 묵직하면서도 달콤 시큼한 맛에 매료될 수 밖에 없어요. 이곳 메뉴들의 가격은 분명 비싼 편이지만, 충분히 그 이상의 가치가 있어요. / 재물국시+버섯솥밥+만두😋 재물국시 맛있는데..😊 간이 밍밍하단분들은 얼마나 찐하게드시길래.. 갠적으로 담백한데더 육향도 괜찮았고 국시에 있는고기 맛있어요 ㅋㅋ 버섯솥밥이야 말로 건강한..ㅋ  만두는..크긴한데..맛도 괜찮긴한데..비싼감이 드긴해요😅 / 두부에 토마토,블루베리와 올리브오일 조합이 신선했음. 육전보단 낙지파전이 맛있었고 만두가 기억에 남는 집!",음식이 맛있어요,재료가 신선해요,친절해요
1141686731,밀리네해물탕 애오개역점,4.14,"매운탕,해물탕",,"애오개역근처 맛집 밀리네해물탕에서 진수성찬 한상 받고왔다ㆍ 보리굴비와 제육 그리고 솥밥의 조화가 환상이였던 방송맛집 밀리네매물탕 애오개역점ㆍ 여기 40년전통의 해물탕 맛집이라고 하니 다음에는 해물탕 미리 예약이다 ㅎ / 밑반찬까지 다 맛있던곳입니다~ 진짜 푸짐하게 주시더라구요 사진이 2인분인데 지이이인짜 양도 많고 국물도 살짝 얼큰하면서 이것저것 해물이 들어가니 시원하고 맛있었어요!! 밥대신 선택한 라면사리엿는데 너무 잘 선택한듯합니다 국물이 잘베어서 존맛 ㅠㅠ 다들 찜도 많이 드시던데 다음번에는 해물찜으로 도전해보려구요 / 밀리네진수성찬 2인상 먹었는데 보리굴비, 제육볶음 모두 맛있었고 반찬도 다양해서 좋았어요! 제일 맘에 들었던건 솥밥❣️ 주문 후 바로 만들어 주셔서 밥이 정말 맛있었고 누룽지까지 먹을 수 있어서 좋았어요~ / 가성비 좋은 밀리네진수성찬 후기남겨봅니다 ㅎㅎ!! 1인 15000원에 보리굴비 + 직화제육 + 솥밥을 먹을 수 있는곳은 몇 없을것 같은데 정말 가성비 좋게 먹고 왔어요!! 보리굴비는 별미라 종종땡겼었는데 제육이랑 함께해서 너무 좋았고 특히 솥밥이 아주 제대로 였습니다 ㅎㅎㅎ 밥만 먹어도 맛있었고 마무리 누룽지까지!!! 쵝오!! 집근처에 이런 한식 가성비 맛집 찾아서 좋네요 / 옆에 지날때마다 보면 사람이 많길래 꼭 가봐야지 생각했는데 오늘 가게 됐는데 점심 메뉴 가격도 혜자지만  특히 쭈꾸미는 양도많고 양념도 맛있어요 애오개역맛집이라더니 맞는것같아요 음식들이 자극적이지 않은게 다음에는 부모님 모시고 가야겠어요 해물탕이나 해물찜으로 도전해볼께요 잘먹었습니다~ / 아주 좋아요 ㅋ 엄청 푸짐한 밀리네 진수성찬 이름 그대로 진수성찬 이네요 ㅎㅎ 보리굴비 쭈꾸미 제육 가마솥밥 구성 최고! / 밀리네진수성찬 2인 주문해서 먹었어요~ 팔뚝만한 굴비구이와 제육볶음이 맵지 않아서 좋았고 솥밥에 누룽지까지 제대로 먹었네요 밑반찬들도 정갈해서 좋았어요~ / 신선하고 맛있는 밀리네해물탕 꽃게탕! 국물 맛이 최고 ㅎㅎ 반찬도 깔끔하고 볶음밥까지 완벽한 메뉴였어요~~^^ 직원분들도 친절합니다. 넘 맛있어서 다음에 또 방문할 예정입니다! / 주말 점심 정식 먹고왔어용~~~ 영양돌솥밥과 한치회무침까지 행복한 점심입니당. 맛있어욥ㅋㅋㅋ / 음식 양이 충분하고 맛있어요. 해물찜 양도 많고 반찬도 맛있습니다. 동네 맛집이라 동네 주민들이 자주 찾는 오랜 맛집입니다.",음식이 맛있어요,친절해요,양이 많아요
588306344,정성한줄 아현점,4.47,분식,농림축산식품부 제공 안심식당,"여행이나 일찍 나들이 나갈 때 아이들 아침밥은 정성한줄입니다^^ 우리 동네 아이들의 식사를 책임지고 있는 곳 항상 응원합니다. / 맛있어요~ 어린이가 먹기편한 꼬마김밥이 실해요~ / 오늘 김밥 왜이런가요…김밥 싸는 분이 바뀐건지 열어보고 남편이랑 깜짝 놀랐습니다. 김밥을 엄청 얆게 조사놓았고 사이즈도 작아지고 김밥 싼것도 헐렁헐렁해요…가격땜에 사이즈를 줄이신거면 가격을 올리시던지 아님 김밥 싸시는 분이 바뀐거면 교육을 시키시던지 해야할것 같아요. / 집주변이라 자주 와요, 젊은 사장님들은 친절하셔요. 개인적으로 재육볶음이 맛있습니다. 주변에 다른 밥집이 없어서, 애기들이랑 자주 오시는것 같아요… (물론 그만큼 시끄럽기도 하고, 정신 없을때도 많구요;;) 그것 외에는 정말 편한 분위기이에요. 아 그리고 다음에 자리 옮기라고 하실때는, 무작정 옮기라 하시지 마시고, 설명해주시는게 맞는것 같아요. / 아이가 먹을 수 있는 사이즈로 살 슈 있어서 좋아요. 동네에는 그런 가게가 없어서 일부러 차타고 와서 포장했어요. 아이용김밥을 사면 아이가 하나씩 전혀 목에 걸리지 않고 잘 먹습니다. 어디 이동하거나 할때 먹으면서 가기 좋아요. 기본 어른들 김밥도 맛있어요~ / 늘 깔끔하게 맛있어요 ! 네이버 예약하고 포장픽업 되는 것도 넘 편하네요 ! / 항상 맛있습니다  포장 주로 이용하고 있어요~ / 음식이 깔끔하고 건강한 맛입니다 / 음식이 맛있게 잘 나와요. 국물라볶이는 약간 단맛이 많지만 맛있어요 / 등기소 근처라 자주들리는 곳인데 쫄면은 저의 원픽메뉴예여!! 우동도 특색은 없지만 간단하게 국물먹고싶을때 딱좋고 특히 김밥은 밥보다 채소가 실해서 굿굿 간도 적당하고 다이어트하거나 적당히 배고플때 먹기 너무 좋아요!!! 그리고 카운터에 안경쓰고 머리짧은 직원분 늘 친절하고 귀욤귀욤하시네요🧡",음식이 맛있어요,재료가 신선해요,친절해요
1453606338,평상시,4.46,"카페,디저트",,"비건 디저트가 있어서 친구네 놀러오면 종종 들르는 카페에요. 평상시 초코 케이크가 친구랑 제 입맛에는 잘 맞기도 하고 이렇게나 맛있는데 비건이라 해서 더더 맛있는 것 같기도 하고 ㅎ.ㅎ 이날은 자리가 없어 테아했는데 커피는 그동안 쏘쏘하다고 생각했는데 오랜만에 가니 커피가 맛!있네요오-! / 비건 디저트 카페☕️🍰 저의 최애 동네 카페에용~ 커피도 맛있고 디저트도 베이커리맛집만큼 너무 맛있어요!! 이번 신메뉴는 바노피...?  바나나캐러멜파이+티라미수!? 파이지도 단단하고 달달해요!! 바나나에도 기본당도가 있어 당충전으로 딱인!!! 시나몬계피향도 스멀스멀 나면서 솔티드카라멜디저트 좋아하면 무조건 드셔보세용💕💕 / 오래전부터 드릉거렸던 평상시에 22년 마지막날 일부러 발걸음 했습니다 비건 디저트가 유명하다는데 안먹어볼수 없잖아요?당근케잌과 시그니처 커피 주문했는데 음료도 만족했고 디저트는 좀 달달했지만 비쥬얼도 꽤나 좋았어요🍰하지만 설거지를 하시는데 너무 요란하고 시끄러워 잠시 머무는데도 불편했습니다 / 너무 맛있어서 방문할 때마다 1인 2케잌 주문하게 되는, 소중한 비건 맛집입니다❤ 글루텐프리 메뉴가 줄어들어서 조금 아쉬웠어요🥹 다음 시즌의 쌀케잌을 기대해볼게요 ㅎㅎ  방문할 때마다 행복하게 먹고, 테이크아웃도 잔뜩 해오게 됩니다 ㅎㅎ / 예전부터 가보고 싶어서 네이버 플레이스 찜해뒀던 카페예요. 오늘 시험 끝나고 당땡겨서 찾아가봤어요. 암사역에서도 골목으로 들어가야 되는 곳에 있는데, 지도앱 켜고 찾아가면 쉽게 찾을 수 있어요. 카페 인테리어도 깔끔하고 좋아요. 비건 수제 케익이 다양해서 디저트 골라먹는 맛이 있을 것 같아요! 집이랑 가까웠으면 좋았을 걸. / 너무너무 맛있게 잘 먹고왔어요^^♡ 비건케이크 넘 맛나요 하지만 정리하며 설겆이 소리 너무 요란해 힘들었어요ㅡ / 지인에게 케이크 선물받고 맛있어서 직접 찾아와봤어요. 커피는 그냥 그렇네요.. 아이스아메리카노. 원두는 나쁘지 않은데 물양이 많은건지?샷이 부족한건지 ..커피물 먹는 느낌이었습니다. 그리고 주문할때 친절하지 않으신건 괜찮은데요, 커피 기다리는동안 남자사장님(?)께서 탁탁 물건들을 세게내려놓으셔서 기분이 썩 좋지 않았네요. 뭐 기분안좋으신일 있으신가 그러려니 하지만 두번 방문은 어렵겠어요. 일부러 찾아왔는데 아쉬움이 남아 적어봅니다. / 넘 이쁜 집입니다. 깔끔하고!!! / 요기,, 정말 제 스타일,,✨💚 분위기도 너무 좋은데 라떼랑 케이크 진차 맛있어요,, 라떼맛집 인정입니댜 또 방문할게요 사장님 친절하셔서 더 기분 좋았둠니다🌝🧡 / 최애 카페ㅠㅠ 평상시ㅜㅜㅜ",디저트가 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요
1041561642,빵을집다,4.71,베이커리,,조금만 늦게 가면 모든 제품이 품절인 제 최애 빵집 #빵을집다 #까눌레 사장님이 까눌레 달인이신거 같애요 크기도 다른 집 보다 크고 겉바속촉의 정석이예요. 👍👍👍 라운딩 갈 때는 다섯 개로 포장해서 가는데 멤버들이 너무 너무 좋아하세요 😊 / 여기 빵이 이 동네에서 제일 맛있어요 종류도 다양하고 다 맛있어요 / 스콘과 까늘레 휘낭시에  선물받아 맛보고! 직접 매장해서 구입했는데 스콘이 너어무 맛있네요~~~ 종종 가게될거같아요!!! / 우연히 발견한 곳인데 먹어보고 놀람. 서울 왠만한 유명한 빵집 저리가라할 정도입니다. 프랑스에서 먹었던 맛과 비슷! 본창해서 오래오래 이용할수 있기를 바랍니다. / 지난 번에 한번 사고 감동 받아서 후기를 쓰려했는데 영수증을 안 받았더라고요. 오늘은 오로지 후기를 올릴 생각으로 갔다가 최고의 초코 바게트를 만났습니다. 지난 번에도 스콘 서비스 빵으로 주셔서 감동 주시더니 오늘은 휘낭시에였네요. 저는 여러 개 사서 다음 날 남은 빵을 얼려놓습니다. 냉동 보관했다가 해동해서 먹으면 여전히 맛있어요. 호밀빵과 통밀빵도 최고인데 저만 아는 빵집이 아니라 오늘은 품절이더군요 ㅜㅜ 오후에 가면 깜파뉴가 없는 것 같습니다. 다음에는 오전에 가보려고요. 사장님 덕분에 집에 밥이 안 줍니다. 빵 먹느라. 감사합니다. / 좋은 밥빵집. 하지만 나는 슼혼을 데려왔을 뿐이고. / 치아바타랑 바게트랑 샌드위치 맛들이 다 비슷 / 라운딩 최고 인기 메뉴 😍 #빵을집다 #까눌레🩷 #미리예약하길잘했네 🥰 / 여행 가면서 기차안에서 얌얌~ 🥰 / 건강빵류가 많고 오전에 가지않으면 빵이 없다는 점을 유의해야합니다!,빵이 맛있어요,친절해요,매장이 청결해요
1643970680,리틀에마스,,피자,,"샐러드도 맛있고  피자는 도우까지 맛있어요  굿굿 / 아파트 단지 속에 있는 맛집! 옆의 멜로즈와 함께하는 듯! 양은 많지 않지만 소소한 데이트나 만남의 장소로 좋을 듯! 간은 있는편!  거품맥주인 것이 좀…..아쉬움 / 날씨 좋은 날 꼭 방문해 보시길 바랍니다. 사람들도 많은데 맛있기도 하고 주말에 브런치 가기도 딱이예요 동네에서 제일 감성 있는 곳이 라고 생각합니다. / 회사 동료들과 피자 2종 미트볼파스타 먹었는데, 피자는 맛있구요. 파스타는 면이 퍼진 듯 좀 아쉬웠어요. 바빠도 친절해서 좋았구요. 피자 맛집으로 인정 했어요. / 여기 피자 정말 맛있어요!! 테이크아웃해서 먹었어요! /  / 피자 맛있어요. 양은 여1 남2 피자 2판 시켰는데, 살~짝 아쉬웠어요. / 피자 도우가 정말 제대로 쫄깃 담백!!  너무 맛있네요 사장님도 너무 친절하시고  예쁜 인테리어랑 맛있는 피자로 힐링하고 가요~~ / 친절하고 맛있어요. 동네에 이런 수준의 화덕피자집 있는 건 행운인 듯 하네요. 멀리 시내까지 차려입고 나길 필요가 없어졌네요 / 집앞이라 전부터 와보고싶었는데 화덕피자 맛있고 미트볼 스프게티도 맛있네요!",음식이 맛있어요,친절해요,재료가 신선해요
1200087599,정직유부 마포아현점,,분식,,"오랜만에 방문했어요. 매콤 달달한 우볶이 맛있는데 더 양이 많음 좋겠네요~ 유부초밥은 양이 많아요~ 식사하는곳이 시원하고 혼밥하기 좋아요~ 셀프코너도 좋습니다! / 지하에 날라다니는 벌레가 급 많아졌어요 ㅠㅠ 날씨가 따뜻해져서 그런거 같은데 방역이 필요해보입니다. 아니면 청소를 잘 하던가요 ㅠㅠ / 문어솥밥 유부초밥 강추 문어가 씹힙니다 / 매장이 넓지만 음악소리는 초큼 큽니당,,ㅎ / 출출한 간식으로 먹었는데 딱좋았습니다  맛있어요 메뉴도 다양하고 우동도 맛있고  또 갈꺼 같아요 / 참치, 에그 둘 다 든든하고 맛있어요~~ / 매장도 깔끔하고 음식도 맛있어요 /  / 가격대비 맛이나 양은 그럭저럭 / ",음식이 맛있어요,혼밥하기 좋아요,가성비가 좋아요
